hour,day_of_week,is_weekend,distance_km,log_distance,weather_severity,delivery_duration,pickup_lat,pickup_lon,drop_lat,drop_lon,service_type_grocery,service_type_parcel,city_KHI,city_LHR,distance_bucket_Short,distance_bucket_Medium,distance_bucket_Long
16,6,1,5.17,1.8196988379172965,3.01,-3.0,31.46648,74.29247,31.4771914056505,74.30381236726589,False,True,False,True,True,False,False
15,6,1,13.5,2.6741486494265287,3.322,27.0,24.89032,67.06809,24.91663741484217,67.09797981920758,False,False,True,False,False,True,False
20,6,1,7.66,2.1587147225743437,1.4300000000000002,12.0,31.56277,74.29497,31.59728421446261,74.33250138681473,False,True,False,True,True,False,False
12,1,0,10.86,2.4731713935695794,2.92,11.0,33.66256,73.02897,33.68211007084344,73.04751171417962,False,True,False,False,False,True,False
10,6,1,10.45,2.4379897300002487,5.012,11.0,31.5072,74.26853,31.531412650573014,74.29203229014242,False,False,False,True,False,True,False
14,6,1,12.94,2.6347624053323777,3.6439999999999997,23.0,33.70467,73.05569,33.74360434446875,73.08095753222996,False,False,False,False,False,True,False
19,6,1,4.56,1.715598108262491,1.7000000000000002,11.0,31.47704,74.25156,31.495463111281165,74.28230125733266,True,False,False,True,False,False,False
17,6,1,13.44,2.67000213346468,1.38,25.0,24.8135,67.04298,24.86239039206967,67.07532064612643,True,False,True,False,False,True,False
9,6,1,12.05,2.5687881337687024,3.82,26.0,31.49729,74.34412,31.54127070664771,74.38786673501679,False,True,False,True,False,True,False
21,6,1,7.62,2.154085084675602,2.61,2.0,31.57947,74.29485,31.604012251754707,74.3446398820545,False,False,False,True,True,False,False
19,6,1,7.02,2.081938421878423,1.4899999999999998,23.0,24.8511,67.05837,24.891334934373496,67.07128934958455,False,False,True,False,True,False,False
21,6,1,5.36,1.8500283773520307,2.61,5.0,31.52414,74.34369,31.53418514490108,74.38945951318541,False,False,False,True,True,False,False
12,6,1,6.59,2.0268315914075385,4.67,6.0,31.56806,74.28143,31.58144679257101,74.31001153854098,False,False,False,True,True,False,False
20,6,1,14.39,2.733717947850788,2.88,16.0,33.73077,73.01882,33.749249260831974,73.0424290096609,False,True,False,False,False,True,False
10,1,0,4.38,1.682688374173693,3.42,-2.0,31.505,74.28909,31.554058261177417,74.33727665427516,False,True,False,True,False,False,False
21,6,1,13.2,2.653241964607215,1.16,21.0,24.9086,67.02789,24.954981022374493,67.07100481518025,False,True,True,False,False,True,False
20,6,1,2.83,1.3428648031925547,1.4300000000000002,-1.0,31.54807,74.25949,31.570824072357464,74.30920257849021,False,False,False,True,False,False,False
17,6,1,14.37,2.7324175575505043,0.8999999999999999,27.0,33.70773,73.06764,33.748269963017265,73.09036827183984,True,False,False,False,False,True,False
12,6,1,9.29,2.331172549845958,-0.6600000000000003,15.0,24.80838,67.14666,24.850003685146017,67.17626445906545,False,True,True,False,True,False,False
19,6,1,13.31,2.6609585935683597,1.7000000000000002,22.0,31.47861,74.30682,31.521178435935315,74.34754991110586,False,False,False,True,False,True,False
13,6,1,4.93,1.780024213009634,3.76,6.0,33.72907,73.06971,33.77889080913057,73.08025710604419,True,False,False,False,False,False,False
8,6,1,12.72,2.6188546222977394,3.07,21.0,33.73193,73.07849,33.779109616910695,73.11875416620417,False,False,False,False,False,True,False
12,6,1,1.12,0.7514160886839212,0.3700000000000002,-6.0,33.67625,73.07456,33.72535670870796,73.10835422005853,False,True,False,False,False,False,False
18,6,1,2.73,1.3164082336557241,3.78,-5.0,31.56973,74.26272,31.59556764383256,74.28357842652085,False,True,False,True,False,False,False
21,6,1,4.46,1.6974487897568138,0.9100000000000001,-1.0,33.6759,73.04883,33.712007561573635,73.0636821881826,False,False,False,False,False,False,False
13,1,0,3.56,1.5173226235262947,1.5899999999999999,-2.0,33.69322,73.00915,33.733084128185766,73.01965385605088,False,False,False,False,False,False,False
10,6,1,13.48,2.6727683869575705,2.7800000000000002,35.0,33.67119,73.0059,33.70268872258021,73.02160387514654,False,False,False,False,False,True,False
15,6,1,1.39,0.8712933659434192,3.322,-1.0,24.86472,67.01734,24.87883280895219,67.05751448796737,False,True,True,False,False,False,False
12,6,1,2.75,1.3217558399823195,4.67,-4.0,31.59706,74.28781,31.608080953782284,74.3269005863437,True,False,False,True,False,False,False
8,6,1,2.01,1.1019400787607843,2.8600000000000003,-4.0,31.53751,74.3485,31.55136002332951,74.36992925714263,False,True,False,True,False,False,False
15,6,1,13.39,2.6665335208992764,3.322,31.0,24.87864,67.06124,24.90102722257405,67.0831246863251,False,False,True,False,False,True,False
20,6,1,10.16,2.412335956953165,1.4300000000000002,18.0,31.48857,74.3118,31.51697264955832,74.35309766540801,False,False,False,True,False,True,False
15,6,1,6.78,2.0515563381903004,3.322,11.0,24.83435,67.03016,24.88063988276302,67.05071866946942,True,False,True,False,True,False,False
11,6,1,7.16,2.0992441689760155,1.7,4.0,33.72115,73.01476,33.74939268579884,73.02630344803232,False,True,False,False,True,False,False
10,6,1,6.2,1.9740810260220096,2.7800000000000002,1.0,33.71834,73.07242,33.76415614898233,73.11284730054156,True,False,False,False,True,False,False
17,6,1,8.31,2.231089091288976,1.6600000000000001,8.0,31.46466,74.3021,31.50347525243465,74.34017643607727,False,False,False,True,True,False,False
19,1,0,13.13,2.648300196696436,3.8,19.0,33.71356,73.09929,33.754668699562906,73.11832358528893,False,True,False,False,False,True,False
14,6,1,2.52,1.2584609896100059,4.1000000000000005,5.0,31.57842,74.27308,31.62236945311016,74.28864786453667,True,False,False,True,False,False,False
8,6,1,3.0,1.3862943611198906,1.4899999999999998,-2.0,24.9388,67.06703,24.955725017566607,67.0789424425481,True,False,True,False,False,False,False
17,6,1,13.52,2.67552700939665,0.8999999999999999,15.0,33.65389,73.0036,33.69715277993459,73.03725799725773,False,True,False,False,False,True,False
9,6,1,6.0,1.9459101490553132,3.82,8.0,31.49289,74.34172,31.534129839241125,74.36145211505378,True,False,False,True,True,False,False
11,6,1,12.91,2.6326080059353516,2.7299999999999995,20.0,24.91143,67.00344,24.95978869384629,67.0272176522435,True,False,True,False,False,True,False
16,6,1,6.08,1.9572739077056285,3.04,6.0,24.90728,67.01122,24.953967017404963,67.0508816054779,True,False,True,False,True,False,False
8,6,1,14.5,2.740840023925201,1.4899999999999998,20.0,24.88661,67.14003,24.898009274940648,67.18079924814165,False,True,True,False,False,True,False
8,6,1,11.67,2.5392369943330477,1.4899999999999998,29.0,24.91162,67.11397,24.94764219915249,67.13976466092576,False,True,True,False,False,True,False
14,6,1,10.56,2.4475508632442313,3.6439999999999997,18.0,33.68968,73.01036,33.73316297783277,73.04237209573745,True,False,False,False,False,True,False
11,6,1,8.74,2.2762411176544437,2.7299999999999995,25.0,24.83021,67.04014,24.843112255017168,67.06432879223594,False,False,True,False,True,False,False
20,1,0,2.46,1.2412685890696329,1.5639999999999996,-3.0,31.57241,74.34839,31.618799747468508,74.39246161354642,False,False,False,True,False,False,False
9,6,1,3.82,1.5727739280625088,2.67,8.0,24.84305,67.13657,24.87316267396494,67.15733055724978,True,False,True,False,False,False,False
15,6,1,3.09,1.4085449700547104,3.8699999999999997,-2.0,33.67655,73.02087,33.72432064638622,73.03164217666871,True,False,False,False,False,False,False
17,6,1,3.3,1.4586150226995167,1.38,12.0,24.82651,67.08881,24.858114668374512,67.11856623975638,False,True,True,False,False,False,False
8,6,1,9.32,2.334083760053417,3.07,8.0,33.69887,73.00775,33.716500966080666,73.03058890771102,True,False,False,False,True,False,False
17,6,1,12.67,2.6152036507358583,1.38,31.0,24.82387,67.00226,24.85183948523104,67.02954411589647,False,True,True,False,False,True,False
12,6,1,7.89,2.1849270495258133,0.3700000000000002,16.0,33.68844,73.06726,33.721987668814535,73.08619995017419,True,False,False,False,True,False,False
20,6,1,7.63,2.1552445050953364,2.88,8.0,33.6906,73.09847,33.73141957434005,73.14710800820451,True,False,False,False,True,False,False
19,6,1,9.5,2.3513752571634776,1.7000000000000002,24.0,31.49868,74.32987,31.51710582390542,74.36169297386982,True,False,False,True,True,False,False
9,6,1,7.19,2.102913897864978,3.82,5.0,31.57082,74.28302,31.5936283193662,74.30834251248537,False,False,False,True,True,False,False
8,6,1,1.58,0.9477893989335261,1.4899999999999998,-1.0,24.82804,67.06824,24.867950611085604,67.08950402440941,False,True,True,False,False,False,False
16,1,0,10.87,2.4740142086215764,1.15,16.0,24.92179,67.14186,24.94430678192116,67.18620025818205,False,True,True,False,False,True,False
20,1,0,7.64,2.1564025828159643,1.5639999999999996,9.0,31.52972,74.2958,31.555591573016585,74.32304841939457,False,True,False,True,True,False,False
19,6,1,14.64,2.7498317351171653,1.7000000000000002,30.0,31.51302,74.34689,31.55080430446507,74.38565687691369,False,False,False,True,False,True,False
13,6,1,8.88,2.2905125117597764,1.2600000000000002,15.0,24.91027,67.04356,24.932409147920552,67.08487938598304,True,False,True,False,True,False,False
11,6,1,8.59,2.2607208888953467,1.7,6.0,33.7317,73.01105,33.77487786559046,73.04515919202031,True,False,False,False,True,False,False
10,6,1,8.22,2.2213750375685026,5.012,0.0,31.4595,74.3486,31.470761385125247,74.38509987492738,False,True,False,True,True,False,False
11,6,1,1.4,0.8754687373538999,2.7299999999999995,-5.0,24.90939,67.10358,24.923948479254324,67.13985572938618,False,False,True,False,False,False,False
13,6,1,8.95,2.2975725511705014,3.76,0.0,33.72048,73.03088,33.74309122052416,73.04330209024965,True,False,False,False,True,False,False
21,6,1,10.24,2.419478844465545,2.61,10.0,31.55578,74.30374,31.58454979783482,74.33419298174645,True,False,False,True,False,True,False
16,6,1,12.65,2.613739521630969,3.44,17.0,33.73729,73.04095,33.75407080641318,73.08121409993176,True,False,False,False,False,True,False
10,6,1,13.56,2.67827804276854,2.7800000000000002,32.0,33.71658,73.07002,33.75353055338519,73.09549633430737,False,False,False,False,False,True,False
14,6,1,12.43,2.5974910105351463,4.1000000000000005,16.0,31.50236,74.26321,31.5174247931618,74.30582717976047,False,False,False,True,False,True,False
18,1,0,7.89,2.1849270495258133,0.65,5.0,31.5354,74.31317,31.566149913884587,74.32521662025782,True,False,False,True,True,False,False
16,6,1,2.32,1.199964782928397,3.01,2.0,31.58144,74.28194,31.61489456565292,74.29503173972603,False,False,False,True,False,False,False
20,6,1,9.78,2.377692565480851,1.4300000000000002,11.0,31.53428,74.29334,31.562636660971947,74.34212288207347,False,False,False,True,True,False,False
19,6,1,9.63,2.363680192353857,1.7000000000000002,18.0,31.52441,74.2961,31.56274563420139,74.30968845504212,False,False,False,True,True,False,False
9,6,1,4.73,1.7457155307266483,4.01,-3.0,33.70731,73.09775,33.72678733396687,73.12196344597422,True,False,False,False,False,False,False
16,6,1,13.52,2.67552700939665,3.04,18.0,24.90528,67.00582,24.953564967827425,67.01767119517957,False,False,True,False,False,True,False
18,6,1,14.73,2.7555697170701863,3.78,41.0,31.54429,74.33578,31.57632581503078,74.36220837583613,False,True,False,True,False,True,False
13,6,1,5.49,1.8702625307159986,3.76,15.0,33.73744,73.05987,33.77503151965641,73.09739668470196,True,False,False,False,True,False,False
18,6,1,13.36,2.664446563620078,3.78,31.0,31.50248,74.32622,31.53578895362469,74.34218844591854,False,False,False,True,False,True,False
14,6,1,1.56,0.9400072584914712,1.31,-4.0,24.93326,67.12769,24.960594677947874,67.16803695538748,True,False,True,False,False,False,False
10,6,1,13.82,2.695977619867941,3.3699999999999997,30.0,24.81459,67.12834,24.84378932262116,67.17142600782014,False,True,True,False,False,True,False
19,1,0,5.17,1.8196988379172965,1.4100000000000001,2.0,31.46869,74.31525,31.480798790653377,74.34309681751252,False,True,False,True,True,False,False
18,6,1,12.61,2.6108048166633746,3.78,28.0,31.49163,74.33319,31.505451424374467,74.34764044989238,False,True,False,True,False,True,False
20,6,1,6.01,1.9473377010464987,2.88,8.0,33.68586,73.0455,33.69697887589101,73.07093522936772,True,False,False,False,True,False,False
16,6,1,13.5,2.6741486494265287,3.01,29.0,31.48058,74.26871,31.510140695213863,74.31062725470045,False,True,False,True,False,True,False
16,6,1,12.64,2.613006652415316,3.44,23.0,33.72378,73.05379,33.74798255984659,73.10290904477412,True,False,False,False,False,True,False
10,6,1,11.84,2.552565298261815,2.7800000000000002,18.0,33.66826,73.00729,33.68726366658378,73.03863542524948,False,True,False,False,False,True,False
15,6,1,3.86,1.5810384379124023,3.8699999999999997,0.0,33.66813,73.04758,33.70427260610724,73.06341476507815,False,True,False,False,False,False,False
14,6,1,10.67,2.4570214462984645,3.6439999999999997,19.0,33.73189,73.05638,33.76289873006524,73.0953438897109,False,False,False,False,False,True,False
10,6,1,13.42,2.668616131856803,2.7800000000000002,17.0,33.66483,73.00221,33.69996345461195,73.03550482252633,False,False,False,False,False,True,False
12,6,1,2.6,1.2809338454620645,4.67,-2.0,31.50574,74.27969,31.521836276801515,74.29521334626408,False,False,False,True,False,False,False
14,6,1,12.31,2.58851563240702,1.31,26.0,24.80564,67.07384,24.85157782136577,67.0914580062243,False,True,True,False,False,True,False
19,1,0,12.68,2.615934912194404,3.8,36.0,33.71211,73.03018,33.75809972313636,73.06531627830564,False,True,False,False,False,True,False
20,6,1,10.75,2.463853240590168,2.88,15.0,33.71772,73.0587,33.75654681292996,73.08557622224878,False,True,False,False,False,True,False
19,6,1,1.31,0.8372475245337022,1.7000000000000002,0.0,31.45835,74.3301,31.47872536084153,74.36337879230048,False,False,False,True,False,False,False
16,6,1,14.85,2.7631695003232895,3.44,22.0,33.72901,73.06596,33.7732733777691,73.0789857872263,True,False,False,False,False,True,False
9,6,1,10.42,2.435366204227864,3.82,16.0,31.56408,74.30232,31.611049508032565,74.34532155642493,False,True,False,True,False,True,False
17,6,1,9.36,2.337952236831337,1.6600000000000001,14.0,31.45534,74.34357,31.48878481395222,74.36549571884592,False,True,False,True,True,False,False
20,6,1,2.64,1.2919836816486494,1.4300000000000002,-8.0,31.57132,74.30708,31.581740319923984,74.34754705141785,False,True,False,True,False,False,False
21,6,1,9.31,2.3331142980288684,2.61,8.0,31.59753,74.27425,31.63336243520205,74.2963961458295,True,False,False,True,True,False,False
19,6,1,9.55,2.3561258599220753,1.7000000000000002,9.0,31.46831,74.25787,31.50551245582992,74.28415660248356,True,False,False,True,True,False,False
13,6,1,3.76,1.5602476682433286,2.9699999999999998,2.0,31.54196,74.31283,31.581324279235243,74.34766496750228,False,False,False,True,False,False,False
10,6,1,8.65,2.2669579153508947,5.012,20.0,31.46492,74.28806,31.505695165858526,74.32633644060397,False,False,False,True,True,False,False
13,1,0,2.14,1.144222799920162,3.122,-3.0,24.89696,67.06875,24.92810829279536,67.08012507433406,False,True,True,False,False,False,False
9,6,1,11.07,2.4907230351094403,3.82,38.0,31.58459,74.25211,31.628935983156104,74.29888718402233,False,True,False,True,False,True,False
20,6,1,6.6,2.028148247292285,2.88,5.0,33.68226,73.04244,33.6980827103461,73.08568555857741,False,True,False,False,True,False,False
12,6,1,7.63,2.1552445050953364,0.3700000000000002,12.0,33.69966,73.05443,33.74791992499109,73.09989905532579,False,True,False,False,True,False,False
13,6,1,11.83,2.551786178627545,2.9699999999999998,22.0,31.47925,74.26143,31.51886219163024,74.30223121874806,True,False,False,True,False,True,False
12,6,1,1.5,0.9162907318741551,4.67,-1.0,31.59895,74.33164,31.64302529959439,74.36667740456878,False,True,False,True,False,False,False
9,6,1,2.95,1.3737155789130306,3.82,2.0,31.5316,74.30151,31.56926136900308,74.31461125646436,True,False,False,True,False,False,False
10,6,1,6.67,2.0373166153791646,2.7800000000000002,6.0,33.65805,73.05618,33.66859417581803,73.0826559319044,False,True,False,False,True,False,False
12,6,1,11.73,2.543961412569315,-0.6600000000000003,14.0,24.91194,67.03286,24.924815976746302,67.0714869510742,False,False,True,False,False,True,False
8,6,1,4.95,1.7833912195575383,3.07,7.0,33.6846,73.04512,33.72454235942683,73.09120881146161,True,False,False,False,False,False,False
21,6,1,6.3,1.9878743481543455,0.9100000000000001,9.0,33.74901,73.03225,33.792728249129404,73.04946181842787,False,True,False,False,True,False,False
13,1,0,7.84,2.179286876649552,2.95,3.0,31.5148,74.3499,31.533613095737504,74.36402866595516,False,False,False,True,True,False,False
12,6,1,11.18,2.4997952622817508,0.3700000000000002,16.0,33.67208,73.0154,33.718472173158005,73.06293348810486,True,False,False,False,False,True,False
18,6,1,11.06,2.4898941912990393,3.78,16.0,31.51402,74.3015,31.5473144686296,74.33012382019352,False,True,False,True,False,True,False
9,6,1,4.35,1.6770965609079151,3.82,3.0,31.459,74.2988,31.499962468277843,74.31484647832752,True,False,False,True,False,False,False
15,6,1,5.31,1.8421356765531218,1.0,9.0,31.50305,74.30249,31.53703560576276,74.33515669815002,True,False,False,True,True,False,False
13,6,1,2.62,1.2864740258376797,1.2600000000000002,-5.0,24.91412,67.12762,24.9344002492889,67.15390367824631,False,True,True,False,False,False,False
9,6,1,10.52,2.444084655267745,2.67,25.0,24.9138,67.09021,24.93769108939505,67.1076913834277,True,False,True,False,False,True,False
13,6,1,5.79,1.9154509415706047,2.9699999999999998,-1.0,31.51173,74.26838,31.559386447256745,74.29967404506068,True,False,False,True,True,False,False
13,6,1,5.97,1.9416152247724325,1.2600000000000002,6.0,24.87229,67.00637,24.90079135941513,67.03312763368321,False,True,True,False,True,False,False
15,6,1,13.26,2.65745841498615,1.0,24.0,31.5789,74.26347,31.622805805866083,74.29717802551352,False,False,False,True,False,True,False
8,6,1,13.05,2.642622395779755,3.07,28.0,33.66168,73.04154,33.67914320157972,73.05563666870711,False,False,False,False,False,True,False
20,1,0,9.76,2.3758355547336385,1.5639999999999996,14.0,31.52009,74.26067,31.55607224027028,74.30538998367581,False,False,False,True,True,False,False
14,6,1,10.92,2.4782176616372036,1.31,23.0,24.91519,67.12794,24.9563457058041,67.1631826311267,False,False,True,False,False,True,False
19,6,1,11.89,2.556451816951096,1.7000000000000002,18.0,31.55467,74.30359,31.60007915936845,74.32367058934716,True,False,False,True,False,True,False
20,6,1,8.23,2.222459048514761,2.88,4.0,33.73892,73.03464,33.763693206752784,73.08018943157546,True,False,False,False,True,False,False
20,6,1,9.44,2.3456445824544927,2.88,8.0,33.66198,73.08793,33.703148125470605,73.10555993054824,False,True,False,False,True,False,False
15,6,1,11.76,2.546315277916644,3.8699999999999997,17.0,33.67732,73.0409,33.715289709409824,73.07644893635268,False,True,False,False,False,True,False
16,6,1,5.85,1.9242486522741338,3.01,11.0,31.58219,74.31149,31.625084540552496,74.34334116419161,False,True,False,True,True,False,False
15,6,1,12.78,2.6232182655855123,3.322,22.0,24.92542,67.10171,24.962801777321253,67.12039621333965,True,False,True,False,False,True,False
9,6,1,13.26,2.65745841498615,4.01,28.0,33.70385,73.01459,33.73597151375959,73.0505388752062,True,False,False,False,False,True,False
9,6,1,6.67,2.0373166153791646,2.67,14.0,24.89398,67.01219,24.939194785050365,67.02425001197862,False,False,True,False,True,False,False
18,6,1,11.66,2.5384474167160302,3.78,27.0,31.55751,74.26102,31.59908518533848,74.27774410199221,False,True,False,True,False,True,False
10,1,0,14.05,2.711377991194885,3.42,16.0,31.59145,74.31104,31.634848951427315,74.34945406002849,False,True,False,True,False,True,False
12,6,1,4.77,1.752672080520008,-0.6600000000000003,5.0,24.94368,67.02367,24.969365597004646,67.06743561840102,False,True,True,False,False,False,False
8,6,1,6.44,2.0068708488450007,2.8600000000000003,4.0,31.53593,74.30844,31.56071421764781,74.33254073844023,False,False,False,True,True,False,False
20,6,1,8.46,2.247072383063787,2.88,6.0,33.68991,73.08077,33.73856913820524,73.11620800921816,False,False,False,False,True,False,False
9,6,1,9.54,2.355177543113216,2.67,17.0,24.91896,67.05975,24.96825580214491,67.08357143001393,False,False,True,False,True,False,False
9,6,1,2.49,1.2499017362143359,2.67,-1.0,24.90479,67.02293,24.919111012774323,67.05432512030256,False,False,True,False,False,False,False
8,6,1,9.31,2.3331142980288684,2.8600000000000003,21.0,31.4593,74.33881,31.504054831821573,74.36310083687984,False,False,False,True,True,False,False
14,6,1,2.48,1.247032293786383,3.6439999999999997,-4.0,33.69274,73.01134,33.720089082505844,73.03963199191988,True,False,False,False,False,False,False
16,6,1,1.35,0.8544153281560676,3.01,-3.0,31.51597,74.32719,31.546636176029143,74.3615778182058,False,False,False,True,False,False,False
